wavelength,front_ref,transmittance
1080,0.463056922,0
1081,0.463383168,0
1082,0.464551955,0
1083,0.464089483,0
1084,0.465446979,0
1085,0.466438115,0
1086,0.467299372,0
1087,0.467687011,0
1088,0.468763709,0
1089,0.469529539,0
1090,0.470361203,0
1091,0.470699698,0
1092,0.471333742,0
1093,0.472333103,0
1094,0.473259896,0
1095,0.474351913,0
1096,0.474875093,0
1097,0.475120246,0
1098,0.476528436,0
1099,0.477102935,0
1100,0.47794202,0
1101,0.47852385,0
1102,0.479098678,0
1103,0.480177045,0
1104,0.481100619,0
1105,0.481765389,0
1106,0.483078241,0
1107,0.483539969,0
1108,0.483599663,0
1109,0.484820187,0
1110,0.485376626,0
1111,0.486020088,0
1112,0.487436175,0
1113,0.488136977,0
1114,0.488170505,0
1115,0.489176989,0
1116,0.48945725,0
1117,0.4902004,0
1118,0.491529614,0
1119,0.491935581,0
1120,0.492583573,0
1121,0.493363082,0
1122,0.494367182,0
1123,0.494632721,0
1124,0.495297283,0
1125,0.496244282,0
1126,0.496750563,0
1127,0.49706924,0
1128,0.497707218,0
1129,0.49828133,0
1130,0.499461591,0
1131,0.500397742,0
1132,0.500893414,0
1133,0.501335025,0
1134,0.5022434,0
1135,0.502857566,0
1136,0.503543019,0
1137,0.503861666,0
1138,0.504529059,0
1139,0.505071282,0
1140,0.505966783,0
1141,0.50662905,0
1142,0.507395864,0
1143,0.507903695,0
1144,0.508575618,0
1145,0.509403169,0
1146,0.509675324,0
1147,0.510063767,0
1148,0.510778904,0
1149,0.511851013,0
1150,0.51208055,0
1151,0.512126684,0
1152,0.512914181,0
1153,0.513665617,0
1154,0.514041066,0
1155,0.514301777,0
1156,0.514983416,0
1157,0.516034544,0
1158,0.516610503,0
1159,0.516948104,0
1160,0.517331839,0
1161,0.517911196,0
1162,0.518533111,0
1163,0.519206345,0
1164,0.519528747,0
1165,0.520038784,0
1166,0.521120548,0
1167,0.521838069,0
1168,0.522219598,0
1169,0.522656798,0
1170,0.523603261,0
1171,0.524268389,0
1172,0.524692059,0
1173,0.525068581,0
1174,0.525795639,0
1175,0.526266694,0
1176,0.526931405,0
1177,0.527545989,0
1178,0.527821898,0
1179,0.528673112,0
1180,0.529312551,0
1181,0.529604554,0
1182,0.530315578,0
1183,0.531316578,0
1184,0.532114267,0
1185,0.532818615,0
1186,0.533112586,0
1187,0.533316135,0
1188,0.533943713,0
1189,0.534798265,0
1190,0.535805345,0
1191,0.536673307,0
1192,0.537325144,0
1193,0.537812412,0
1194,0.538503706,0
1195,0.5394907,0
1196,0.540060043,0
1197,0.540778995,0
1198,0.541583776,0
1199,0.542212069,0
1200,0.542392015,0
1201,0.543110311,0
1202,0.543729782,0
1203,0.544451773,0
1204,0.544814765,0
1205,0.545377076,0
1206,0.546348989,0
1207,0.547178507,0
1208,0.547839403,0
1209,0.548548698,0
1210,0.549181163,0
1211,0.549991965,0
1212,0.55057919,0
1213,0.550975621,0
1214,0.55190593,0
1215,0.552157044,0
1216,0.553501785,0
1217,0.554494441,0
1218,0.554992497,0
1219,0.556053936,0
1220,0.556999624,0
1221,0.557728052,0
1222,0.558764815,0
1223,0.560194016,0
1224,0.560322523,0
1225,0.561138749,0
1226,0.562229633,0
1227,0.562577903,0
1228,0.563862205,0
1229,0.565151989,0
1230,0.565909386,0
1231,0.566773474,0
1232,0.5675385,0
1233,0.568221867,0
1234,0.568723321,0
1235,0.570204973,0
1236,0.570749462,0
1237,0.571457148,0
1238,0.572555363,0
1239,0.573047996,0
1240,0.574155271,0
1241,0.574751139,0
1242,0.575305045,0
1243,0.576467514,0
1244,0.576903999,0
1245,0.577312827,0
1246,0.578192472,0
1247,0.579284191,0
1248,0.579848349,0
1249,0.580811441,0
1250,0.581645727,0
1251,0.582609117,0
1252,0.582593203,0
1253,0.58360064,0
1254,0.584276021,0
1255,0.585096717,0
1256,0.585615337,0
1257,0.586366773,0
1258,0.587082684,0
1259,0.588214636,0
1260,0.588131845,0
1261,0.588834584,0
1262,0.590182364,0
1263,0.590732098,0
1264,0.591216326,0
1265,0.592338324,0
1266,0.592662215,0
1267,0.594150841,0
1268,0.594488025,0
1269,0.594752073,0
1270,0.595502257,0
1271,0.596625924,0
1272,0.597335815,0
1273,0.59791708,0
1274,0.598586917,0
1275,0.599804938,0
1276,0.600232184,0
1277,0.600874543,0
1278,0.60150975,0
1279,0.602221191,0
1280,0.603084207,0
1281,0.604114473,0
1282,0.604530156,0
1283,0.60482192,0
1284,0.606091559,0
1285,0.606678545,0
1286,0.606889188,0
1287,0.607705235,0
1288,0.608749151,0
1289,0.609140456,0
1290,0.610040665,0
1291,0.610548079,0
1292,0.611052454,0
1293,0.611166716,0
1294,0.612116098,0
1295,0.613307238,0
1296,0.613955259,0
1297,0.614272594,0
1298,0.61512804,0
1299,0.615238249,0
1300,0.616249263,0
1301,0.616197646,0
1302,0.616651952,0
1303,0.617552876,0
1304,0.618301868,0
1305,0.619299948,0
1306,0.619350255,0
