wavelength,front_ref,transmittance
931,0.467526354,0.48513915
932,0.467279193,0.485031942
933,0.467028278,0.484920982
934,0.466821215,0.484854222
935,0.466539009,0.484711798
936,0.466142795,0.484383562
937,0.465802522,0.484111658
938,0.465561339,0.483939581
939,0.465323902,0.483842246
940,0.464921372,0.483578532
941,0.464256029,0.483120878
942,0.463819475,0.482893876
943,0.463568492,0.482711855
944,0.463188322,0.482470628
945,0.462766423,0.482116173
946,0.462349164,0.481766357
947,0.462030324,0.481444699
948,0.461742956,0.481154785
949,0.461095162,0.480572272
950,0.459939076,0.479618811
951,0.45919578,0.479010681
952,0.458669219,0.478621233
953,0.457979515,0.478066995
954,0.457246721,0.477398065
955,0.456595917,0.476811837
956,0.456015069,0.476296182
957,0.455462095,0.475808611
958,0.454962587,0.475445994
959,0.454627218,0.475107147
960,0.45420585,0.474681398
961,0.453539634,0.474221123
962,0.453205013,0.474024937
963,0.45306151,0.474021961
964,0.452918741,0.473948695
965,0.452746167,0.473845296
966,0.452626672,0.473724476
967,0.452510269,0.473677865
968,0.45242002,0.473657712
969,0.452371537,0.473608683
970,0.452315607,0.473552124
971,0.452263418,0.473499347
972,0.452153891,0.47353083
973,0.452033193,0.473551078
974,0.4518939,0.473552576
975,0.451841007,0.473570296
976,0.451821588,0.473621903
977,0.451802157,0.473673517
978,0.451766975,0.473780533
979,0.451765205,0.473921451
980,0.451808922,0.47403709
981,0.451810777,0.474181824
982,0.451816289,0.474330355
983,0.451867372,0.474453587
984,0.451933329,0.474591911
985,0.452037526,0.474697416
986,0.452160388,0.47482182
987,0.452325318,0.474917249
988,0.452494083,0.475016563
989,0.452620918,0.475144969
990,0.452731877,0.475328869
991,0.452887687,0.475558219
992,0.453036102,0.475780122
993,0.453112457,0.476000785
994,0.453181288,0.476213943
995,0.45329122,0.476468845
996,0.453419845,0.476742805
997,0.453544722,0.477013093
998,0.45365835,0.477272111
999,0.453803234,0.477490907
1000,0.453955686,0.477717413
1001,0.45409938,0.478007169
1002,0.45423933,0.478293262
1003,0.454388198,0.478516326
1004,0.454533378,0.478735693
1005,0.454697433,0.478974235
1006,0.4549082,0.479187897
1007,0.455098862,0.479453466
1008,0.455328839,0.479686609
1009,0.455519809,0.479952546
1010,0.455714685,0.480222491
1011,0.455877918,0.480532835
1012,0.456069237,0.480799297
1013,0.456237968,0.481042901
1014,0.456403007,0.481282804
1015,0.456607667,0.481490351
1016,0.456772935,0.481730539
1017,0.456898673,0.482003327
1018,0.457043392,0.482295496
1019,0.457254468,0.482582349
1020,0.457437322,0.482913422
1021,0.457601202,0.483225386
1022,0.457753691,0.483525925
1023,0.457942365,0.483790342
1024,0.458131165,0.484054932
1025,0.458297185,0.484296449
1026,0.458459478,0.484534225
1027,0.458637148,0.484787653
1028,0.458801483,0.485100748
1029,0.459038758,0.485341612
1030,0.459209126,0.485587762
1031,0.459339436,0.485720047
1032,0.459406434,0.485861307
1033,0.459529175,0.485985915
1034,0.459713406,0.486172945
1035,0.459916994,0.486379622
1036,0.460097679,0.486563047
1037,0.460226414,0.486767056
1038,0.460366747,0.486982879
1039,0.460503289,0.487194893
1040,0.460620616,0.487387439
1041,0.460697271,0.487612199
1042,0.46081849,0.487808805
1043,0.46089124,0.488029786
1044,0.460929213,0.488215558
1045,0.460984836,0.488345702
